Product_Name,Category,Personal_Color_Type,Bone_Structure_Type,Color_Group,Description
ブロンズハイライトチーク,チーク,イエベ秋,ウェーブ,ブラウン,イエベ秋にぴったりのブロンズハイライトチーク。
テラコッタパウダーチーク,チーク,イエベ秋,ナチュラル,テラコッタ,イエベ秋にぴったりのテラコッタパウダーチーク。
シアーローズピンクリップ,リップ,ブルベ夏,ナチュラル,ベビーピンク,ブルベ夏にぴったりのシアーローズピンクリップ。
ローズベージュルージュ,リップ,ブルベ夏,ナチュラル,ローズ,ブルベ夏にぴったりのローズベージュルージュ。
ラベンダーモーヴパレット,アイシャドウ,ブルベ夏,ストレート,ラベンダー,ブルベ夏にぴったりのラベンダーモーヴパレット。
ミントグリーンアイシャドウ,アイシャドウ,ブルベ夏,ウェーブ,ミント,ブルベ夏にぴったりのミントグリーンアイシャドウ。
クリアローズブラッシュ,チーク,ブルベ夏,ナチュラル,ローズ,ブルベ夏にぴったりのクリアローズブラッシュ。
ベビーピンククリームチーク,チーク,ブルベ夏,ナチュラル,ベビーピンク,ブルベ夏にぴったりのベビーピンククリームチーク。
ベリーレッドルージュ,リップ,ブルベ冬,ストレート,ワインレッド,ブルベ冬にぴったりのベリーレッドルージュ。
プラムマットリップ,リップ,ブルベ冬,ナチュラル,プラム,ブルベ冬にぴったりのプラムマットリップ。
スモーキーグレーパレット,アイシャドウ,ブルベ冬,ナチュラル,グレー,ブルベ冬にぴったりのスモーキーグレーパレット。
ロイヤルブルーアイシャドウ,アイシャドウ,ブルベ冬,ストレート,ネイビーブルー,ブルベ冬にぴったりのロイヤルブルーアイシャドウ。
フューシャピンクブラッシュ,チーク,ブルベ冬,ナチュラル,フューシャ,ブルベ冬にぴったりのフューシャピンクブラッシュ。
クールレッドチーク,チーク,ブルベ冬,ウェーブ,レッド,ブルベ冬にぴったりのクールレッドチーク。
Vネックきれいめニット,トップス,イエベ秋,ストレート,ブラック,ストレートに似合うVネックきれいめニット。
テーラードジャケット,トップス,ブルベ冬,ストレート,ネイビーブルー,ストレートに似合うテーラードジャケット。
センタープレスストレートパンツ,ボトムス,イエベ春,ストレート,グレー,ストレートに似合うセンタープレスストレートパンツ。
スリムフィットデニム,ボトムス,ブルベ冬,ストレート,インディゴ,ストレートに似合うスリムフィットデニム。
ボートネックパフスリーブブラウス,トップス,ブルベ夏,ウェーブ,アイボリー,ウェーブに似合うボートネックパフスリーブブラウス。
リボン付きブラウス,トップス,ブルベ夏,ウェーブ,ベビーピンク,ウェーブに似合うリボン付きブラウス。
Aラインフレアスカート,ボトムス,ブルベ夏,ウェーブ,ライトブルー,ウェーブに似合うAラインフレアスカート。
プリーツミディスカート,ボトムス,イエベ秋,ウェーブ,ベージュ,ウェーブに似合うプリーツミディスカート。
オーバーサイズリネンシャツ,トップス,イエベ春,ナチュラル,カーキ,ナチュラルに似合うオーバーサイズリネンシャツ。
ケーブルニット,トップス,ブルベ冬,ナチュラル,ブラウン,ナチュラルに似合うケーブルニット。
ワイドテーパードデニム,ボトムス,ブルベ冬,ナチュラル,インディゴ,ナチュラルに似合うワイドテーパードデニム。
リラックスフィットチノ,ボトムス,イエベ春,ナチュラル,ベージュ,ナチュラルに似合うリラックスフィットチノ。
